href,aantal_keer,voorkomende_urls,title,status,publisher,editors,date,id
https://docs.geostandaarden.nl/mim/mim/,4,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/dll3a"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/imx\/imx-geo"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""MIM - Metamodel Informatie Modellering""]","[""Definitief"",""Vastgesteld""]","[""Geonovum""]","[[""Dick Krijtenburg"",""Paul Janssen"",""Lennart van Bergen""]]","[""2020-10-23"",""2022-02-17""]","[""mim"",""mim11""]"
https://www.iso.org/standard/32557.html,4,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19115"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19119"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO\/TS 19139:2007 Geographic information - Metadata - XML schema implementation"","" ISO\/TS 19139:2007 Geographic information -- Metadata -- XML schema implementation""]","[""Adopted specification"",[""Adopted specification""]]","[""International Organization for Standardization""]",[],"[""April 2007""]","[""iso19139-2007"",""iso19139""]"
http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32008R1205,4,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19115"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19119"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Implementing Rules for Metadata""]",[],"[""European Commission Joint Research Centre""]",[],"[""3 December 2008""]","[""inspire-2008""]"
http://inspire.ec.europa.eu/documents/Metadata/INSPIRE_MD_IR_and_ISO_v1_2_20100616.pdf,4,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19115"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19119"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""INSPIRE Metadata Implementing Rules: Technical Guidelines based on EN ISO 19115 and EN ISO 19119""]",[],"[""European Commission Joint Research Centre""]",[],"[""26 oktober 2007""]","[""inspire-19115-19119""]"
https://docs.ogc.org/is/20-057/20-057.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/3d\/hr-3d-standaarden"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC API - Tiles"",""OGC 20-057: OGC API - Tiles - Part 1: Core""]","[""Approved""]","[""Open Geospatial Consortium (OGC)""]","[[""Joan Mas\u00f3"",""J\u00e9r\u00f4me Jacovella-St-Louis""],[""Joan Mas\u00f3"",""J\u00e9r\u00f4me St-Louis""]]","[""2022-11-10"",""26-08-2022""]","[""ogcapitiles"",""oapitiles1""]"
https://docs.ogc.org/is/20-010/20-010.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/3d\/hr-3d-standaarden"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC City Geography Markup Language (CityGML) Part 1: Conceptual Model Standard v3.0""]","[""Approved"",""Published""]","[""Open Geospatial Consortium""]","[[""Thomas H. Kolbe"",""Tatjana Kutzner"",""Carl Stephen Smyth"",""Claus Nagel"",""Carsten Roensdorf"",""Charles Heazel""]]","[""2021-09-13""]","[""citygml3""]"
https://doi.org/10.1007/978-3-540-88693-8_64,3,"[""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20201009"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20210331"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20211222""]","[""Fusion of feature-and area-based information for urban buildings modeling from aerial imagery.""]",[],"[""European conference on computer vision""]",[],"[""2008""]","[""zebedin2008""]"
https://portal.opengeospatial.org/files/12-128r15,3,"[""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20201009"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20210331"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20211222""]","[""GeoPackage Encoding Standard""]",[],"[""Open Geospatial Consortium""]",[],"[""06 September 2018""]","[""geopackage1.2""]"
https://www.ncsc.nl/documenten/publicaties/2021/januari/19/ict-beveiligingsrichtlijnen-voor-transport-layer-security-2.1,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-transport-security""]","[""ICT-beveiligingsrichtlijnen voor Transport Layer Security (TLS)""]",[],[],[],"[""April 2019"",""Januari 2021""]","[""ncsc.tls""]"
https://docs.geostandaarden.nl/crs/crs/,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-geo"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Handreiking Gebruik co\u00f6rdinaatreferentiesystemen bij uitwisseling en visualisatie van geo-informatie""]","[""Vastgesteld"",""Definitief""]","[""Geonovum""]","[[""Friso Penninga"",""Lennard Huisman""]]","[""14 maart 2022""]","[""hr-crs"",""hrcrs""]"
http://docs.ogc.org/DRAFTS/19-079r1.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-geo"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC API - Features - Part 3: Filtering"",""OGC 19-079r1: OGC API - Features - Part 3: Filtering, Version 1.0.0-rc1""]","[""Draft""]","[""Open Geospatial Consortium"",""Open Geospatial Consortium (OGC)""]","[[""Panagiotis (Peter) A. Vretanos"",""Clemens Portele""]]",[],"[""ogcapi-features-3"",""oapif3""]"
https://docs.ogc.org/DRAFTS/21-045.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-geo"",""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC Features and Geometries JSON - Part 1: Core""]","[""Editor's Draft"",""Draft""]","[""Open Geospatial Consortium""]","[[""Clemens Portele"",""Panagiotis (Peter) A. Vretanos""]]",[],"[""json-fg""]"
https://github.com/INSPIRE-MIF/gp-ogc-api-features/blob/master/spec/oapif-inspire-download.md,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/ogc-api-features-guideline"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240508"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240514""]","[""Setting up an INSPIRE Download service based on the OGC API-Features standard""]","[""V1.0""]","[""INSPIRE-MIF""]",[],[],"[""pub-2""]"
https://www.geonovum.nl/over-geonovum/actueel/rest-api-design-rules-op-pas-toe-leg-uit-lijst,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/ogc-api-features-guideline"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240508"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240514""]","[""Dutch API design rules""]","[""19 JULI 2020""]","[""https:\/\/www.geonovum.nl""]",[],[],"[""pub-3""]"
https://github.com/INSPIRE-MIF/2017.2/blob/master/GeoJSON/geojson-encoding-rule.md#inspire-requirements-for-encoding-rules,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/ogc-api-features-guideline"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240508"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240514""]","[""INSPIRE UML-to-GeoJSON encoding rule""]","[""V0.1""]","[""Working group on Inspire Action 2017.2""]",[],[],"[""pub-4""]"
http://docs.opengeospatial.org/is/18-058r1/18-058r1.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/ogc-api-features-guideline"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240508"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240514""]","[""OGC API - Features - Part 2: Coordinate Reference Systems by Reference""]","[""V1.0""]","[""OGC""]",[],[],"[""pub-5""]"
https://docs.ogc.org/DRAFTS/19-079r1.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/ogc-api-features-guideline"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240508"",""https:\/\/docs.geostandaarden.nl\/.\/api\/ld-hr-ogc-api-features-guideline-20240514""]","[""OGC API - Features - Part 3: Filtering and the Common Query Language (CQL)""]","[""V1.0.0, draft""]","[""OGC""]",[],[],"[""pub-6""]"
https://www.geonovum.nl/geo-standaarden/nen-3610-basismodel-voor-informatiemodellen,3,"[""https:\/\/docs.geostandaarden.nl\/.\/cvgg\/img"",""https:\/\/docs.geostandaarden.nl\/.\/cvgg\/wv-im-img-20210924"",""https:\/\/docs.geostandaarden.nl\/.\/cvgg\/wv-im-img-20211008""]","[""NEN 3610:2011 nl - Basismodel geo-informatie - Termen, definities, relaties en algemene regels voor de uitwisseling van informatie over aan de aarde gerelateerde ruimtelijke objecten""]","[""Definitief""]","[""NEN""]",[],"[""2011-03-01""]","[""NEN 3610:2011 nl""]"
http://www.opengeospatial.org/standards/wfs,3,"[""https:\/\/docs.geostandaarden.nl\/.\/dcat\/dcat-ap-nl30"",""https:\/\/docs.geostandaarden.nl\/.\/wp\/wpgs"",""https:\/\/docs.geostandaarden.nl\/.\/wp\/basis-hr-wpgs-20171222""]","[""WFS"",""Web Feature Service 2.0 Interface Standard""]","["""",""OGC Interface Standard""]","[""OGC""]","[""""]","[""10 July 2014""]","[""wfs""]"
http://www.opengeospatial.org/standards/wms,3,"[""https:\/\/docs.geostandaarden.nl\/.\/dcat\/dcat-ap-nl30"",""https:\/\/docs.geostandaarden.nl\/.\/wp\/wpgs"",""https:\/\/docs.geostandaarden.nl\/.\/wp\/basis-hr-wpgs-20171222""]","[""WMS"",""Web Map Service Implementation Specification""]","[""OpenGIS Implementation Standard""]","[""OGC""]","[""""]","[""15 March 2006""]","[""wms""]"
https://www.iso.org/standard/32546.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/dcat\/dcat-ap-nl30"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19115"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19119""]","[""ISO-19128"",""Geographic information -- Web map server interface""]","[""International Standard""]","[""ISO\/TC 211. ISO"",""International Organization for Standardization""]","[""""]","["""",""2005-12""]","[""iso19128""]"
https://www.link-naar-publicatie-4.nl,3,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/arch"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/emso"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/hiso""]","[""Titel van Publicatie-4""]","[""V1.0.1""]","[""Publisher-4""]",[],[],[]
http://docs.opengeospatial.org/is/17-069r3/17-069r3.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/dll3a"",""https:\/\/docs.geostandaarden.nl\/.\/g4w\/geox"",""https:\/\/docs.geostandaarden.nl\/.\/nen3610\/gimeg""]","[""OGC API - Features - Part 1: Core""]","[""Approved""]","[""Open Geospatial Consortium""]",[],"[""14 oktober 2019""]","[""ogcapi-features"",""oapif""]"
http://portal.opengeospatial.org/files/?artifact_id=21460,3,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/md\/mdprofiel-iso19115"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OpenGIS Catalogue Services Specification 2.0.2 - ISO Metadata Application Profile""]","[""Adopted specification"",[""Adopted specification""]]","[""Open Geospatial Consortium""]",[],[],"[""csw2apiso""]"
https://docs.mapbox.com/mapbox-gl-js/style-spec/,3,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw"",""https:\/\/docs.geostandaarden.nl\/.\/serv\/vt""]","[""Mapbox GL JS Style Specification"",""Mapbox Style Specification""]","[""Unofficial"",""v13.18.0""]","[""Mapbox""]",[],[],"[""mbs"",""mapbox-style-specification""]"
https://docs.geostandaarden.nl/api/API-Strategie/,3,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/nl-sbb\/nl-sbb"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""API Strategie Algemeen (Nederlandse API Strategie I)"",""Nederlandse API strategie""]","[""Vastgesteld""]","[""Geonovum""]",[],"[""9 maart 2022"",""09 maart 2022""]","[""nlapis""]"
https://docs.geostandaarden.nl/nen3610/nldp/,3,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/g4w\/geox"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""NEN 3610 - Linked Data""]","[""Vastgesteld""]","[""Geonovum""]","[[""Paul Janssen""],""Paul Janssen""]","[""2020-03-23"",""23 maart 2020""]","[""nen3610-linkeddata"",""nldp""]"
https://www.nen.nl/nen-3610-2022-nl-296137,3,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/mim\/mim"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""NEN 3610:2022 nl - BBasismodel geo-informatie - Termen, definities, relaties en algemene regels voor de uitwisseling van informatie over aan de aarde gerelateerde ruimtelijke objecten"",""NEN-3610 Basismodel geo-informatie""]","[""Definitief"",""BG-FINAL""]","[""NEN"",""Nederlandse Norm (NEN)""]",[],"[""1 jun. 2022""]","[""nen3610""]"
https://www.iso.org/standard/44875.html,3,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/nen3610\/nldp"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO 19126:2009 Geographic information -- Feature concept dictionaries and registers"",""ISO 19126:2009 Geographic information - Feature concept dictionaries and registers""]","[""Published""]","[""ISO""]",[],"[""2009-11"",""200911""]","[""iso-19109-2009""]"
https://docs.geostandaarden.nl/nen3610/gimeg,3,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/g4w\/geox"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Geometrie in model en GML""]","[""Vastgesteld""]","[""Geonovum""]",[],"[""2021-03-26""]","[""gimeg""]"
https://doi.org/10.1186/s40965-019-0064-0,2,"[""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20210331"",""https:\/\/docs.geostandaarden.nl\/.\/3dbv\/basis-al-prod-20211222""]","[""CityJSON: a compact and easy-to-use encoding of the CityGML data model.""]",[],"[""Open Geospatial Data, Software and Standards 4 (4)""]",[],"[""2019""]","[""ledoux2019""]"
https://tools.ietf.org/html/draft-ietf-oauth-browser-based-apps,2,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-ext"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-access-control""]","[""OAuth 2.0 for Browser-Based Apps""]","[""Internet-Draft""]","[""IETF OAuth Working Group""]",[],[],"[""oauth2.browser-based-apps""]"
https://www.ietf.org/archive/id/draft-ietf-httpbis-message-signatures-14.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-encryption"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-signing-jades""]","[""HTTP Message Signatures""]",[],[],[],[],[]
https://www.enisa.europa.eu/topics/cryptography,2,"[""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-encryption"",""https:\/\/docs.geostandaarden.nl\/.\/api\/API-Strategie-mod-signing-jades""]","[""ENISA Good Practises in Cryptography \u2013 Primitives and Schemes, December 2020. (Limited availability)""]",[],[],[],[],[]
https://www.w3.org/TR/sdw-bp/,2,"[""https:\/\/docs.geostandaarden.nl\/.\/crs\/crs"",""https:\/\/docs.geostandaarden.nl\/.\/serv\/vt""]","[""Spatial Data on the Web Best Practices""]","[""Best practice""]","[""W3C en OGC""]",[],[],"[""sdw-bp""]"
https://iplo.nl/digitaal-stelsel/documenten/architectuurdocumenten/,2,"[""https:\/\/docs.geostandaarden.nl\/.\/crs\/crs"",""https:\/\/docs.geostandaarden.nl\/.\/dso\/dso-cim-op""]","[""Stelselafspraken, Versie 2.5, 27-09-2021"",""Overall Globale Architectuur Schets (OGAS) Versie 2.0.1""]","[""Definitief""]","[""Deelprogramma Digitaal Stelsel Omgevingswet"",""Programma Implementatie Omgevingswet""]",[],"[""2020-03-26""]","[""OGAS""]"
https://www.iso.org/standard/53798.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/dcat\/dcat-ap-nl30"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO-19115"",""ISO 19115-1:2014 Geographic information \u2014 Metadata \u2014 Part 1: Fundamentals""]","[""International Standard confirmed""]","[""ISO"",""International Organization for Standardization""]","[""""]","[""2014-04-01"",""April 2014""]","[""iso19115-2014""]"
http://www.pilod.nl/wiki/Boek/URI-strategie,2,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/dll"",""https:\/\/docs.geostandaarden.nl\/.\/g4w\/geox""]","[""Aanzet tot een nationale URI-Strategie voor Linked Data van de Nederlandse overheid""]",[],"[""PLDN"",""Platform Linked Data Nederland""]",[],[],"[""nluristrategie""]"
https://geonovum.github.io/disgeo-imsor/modelleerprincipes/,2,"[""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/dll3a"",""https:\/\/docs.geostandaarden.nl\/.\/disgeo\/dll3a""]","[""Modelleerprincipes samenhangende objectenregistratie""]","[""Werkversie 12 augustus 2021"",""levend document""]","[""Geonovum""]",[],[],"[""mpsor"",""modpr""]"
https://docs.geostandaarden.nl/mim/def-st-mim-20220217/,2,"[""https:\/\/docs.geostandaarden.nl\/.\/dso\/dso-cim-op"",""https:\/\/docs.geostandaarden.nl\/.\/imx\/metadata""]","[""MIM - Metamodel Informatie Modellering"",""Metamodel Informatie Modellering""]","[""Definitief"",""1.1.1""]","[""Geonovum""]",[],"[""2022-02-17""]","[""MIM"",""mim""]"
https://docs.geostandaarden.nl/md/mdprofiel-iso19115/,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Nederlands metadata profiel op ISO 19115 voor geografie versie 2.1.0""]","[""Vastgestelde versie""]","[""Geonovum""]",[],"[""30 juni 2020""]","[""nliso19115""]"
https://docs.geostandaarden.nl/md/mdprofiel-iso19119/,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Nederlands metadata profiel op ISO 19119 voor services versie 2.1.0""]","[""Vastgestelde versie""]","[""Geonovum""]",[],"[""30 juni 2020""]","[""nliso19119""]"
https://www.iso.org/standard/39229.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO 19115-2:2009 Geographic information \u2014 Metadata \u2014 Part 2: Extensions for imagery and gridded data""]",[],"[""International Organization for Standardization""]",[],"[""February 2009""]","[""iso19115-2009""]"
https://www.iso.org/standard/44268.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO 19119:2005\/Amd 1:2008 Geographic information \u2014 Services \u2014 Amendment 1: Extensions of the service metadata model""]",[],"[""International Organization for Standardization""]",[],"[""May 2008""]","[""iso19119-2008""]"
https://www.iso.org/standard/37629.htm,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""ISO 15836: 2004, Information and documentation - The Dublin Core metadata element set""]",[],"[""International Organization for Standardization""]",[],"[""2004""]",[]
http://portal.opengeospatial.org/files/?artifact_id=22364,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC 05-078r4: Styled Layer Descriptor profile of the Web Map Service Implementation Specification, Version 1.1""]","[""Final version""]","[""Open Geospatial Consortium (OGC)""]",[],"[""2007-06-29""]","[""sld11""]"
https://portal.ogc.org/files/?artifact_id=16700,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC 05-077r4: OpenGIS Symbology Encoding Implementation Specification, version 1.1""]","[""Final version""]","[""Open Geospatial Consortium (OGC)""]",[],"[""2006-07-21""]","[""se11""]"
https://portal.ogc.org/files/?artifact_id=8618,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OpenGIS 05-005: Web Map Context Documents Implementation Specification, version 1.1""]","[""Adopted specification""]","[""Open Geospatial Consortium (OGC)""]","[[""J. Sonnet""],""J. Sonnet""]","[""2005-01-19""]","[""wmc11""]"
https://portal.ogc.org/files/?artifact_id=27286,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OpenGIS 08-050: Corrigendum for OpenGIS Implementation Standard Web Map Context Documents - Corrigendum 1""]","[""Approved""]","[""Open Geospatial Consortium (OGC)""]","[[""T. Kralidis""],""T. Kralidis""]","[""2008-03-14""]","[""wmcc11""]"
http://docs.opengeospatial.org/DRAFTS/20-009.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC 20-009: OGC API Styles""]","[""Draft""]","[""Open Geospatial Consortium (OGC)""]","[[""C. Portele""],""C. Portele""]",[],"[""oapistyles""]"
http://docs.opengeospatial.org/cs/18-053r2/18-053r2.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""3D Tiles Specification 1.0""]","[""Approved for pubic release""]","[""Open Geospatial Consortium (OGC)""]","[[""Patrick Cozzi"",""Sean Lilley"",""Gabby Getz""]]","[""2019-01-31""]","[""3dtiles""]"
https://docs.geostandaarden.nl/visu/toeg/,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Handreiking digitaal toegankelijk locatiedata""]","[""Vastgesteld""]","[""Geonovum""]","[[""Edward Mac Gillavry"",""Sjors Slaats"",""Theo OVerduin"",""Thijs Brentjens"",""Victor Zuydweg""]]","[""2021-08-02""]","[""hrtoeg""]"
https://www.geonovum.nl/uploads/standards/downloads/handreiking%20webcartografie%201.0.1_0.pdf,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Handreiking webcartografie""]","[""Definitief""]","[""Geonovum""]",[],"[""2010-11-18""]","[""hrwc""]"
https://docs.geostandaarden.nl/g4w/geox/#inleiding,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Geometrie in uitwisselingsformaten""]","[""Definitief""]","[""Geonovum""]","[[""Linda van den Brink"",""Gabriella Wiersma""]]","[""4 februari 2022""]","[""hrlfg""]"
https://inspire.ec.europa.eu/documents/technical-guidance-implementation-inspire-view-services-1,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Technical Guidance for the implementation of Inspire View Service""]","[""Definitief""]","[""IOC TF""]",[],"[""2022-08-01""]","[""instgvs""]"
https://www.geonovum.nl/uploads/documents/nederlands_profiel_op_iso_19128_wms_1.3_-_versie_1.0.pdf,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Nederlands profiel op ISO 19128 Geographic information \u2014 Web Map Server Interface""]","[""Vastgesteld""]","[""Geonovum""]",[],"[""2015-04-24""]","[""nlwms""]"
http://docs.ogc.org/DRAFTS/20-058.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC 20-058: OGC API - Maps - Part 1: Core, Version 0.1.0""]","[""Draft""]","[""Open Geospatial Consortium (OGC)""]","[[""Joan Mas\u00f3""],""Joan Mas\u00f3""]","[""2022-06-06""]","[""oapimaps""]"
http://docs.opengeospatial.org/is/04-094r1/04-094r1.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Web Feature Service Implementation Specification with Corrigendum, Version 1.1.3""]","[""Approved""]","[""Open Geospatial Consortium (OGC)""]","[[""Panagiotis A. Vretanos""],""Panagiotis A. Vretanos""]","[""2016-10-26""]","[""wfs11""]"
https://inspire.ec.europa.eu/documents/technical-guidance-implementation-inspire-download-services,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""Technical Guidance for the implementation of Inspire Download Services""]","[""Approved""]","[""IOC TF""]",[],"[""2013-08-09""]","[""instgds""]"
https://inspire.ec.europa.eu/good-practice/ogc-api-%E2%80%93-features-inspire-download-service,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC API - Features as an INSPIRE download service""]","[""Endorsed Good Practice""]","[""IOC TF""]",[],[],"[""insgpoapif""]"
http://docs.opengeospatial.org/is/09-026r2/09-026r2.html,2,"[""https:\/\/docs.geostandaarden.nl\/.\/eu\/VerkenningDataspaces"",""https:\/\/docs.geostandaarden.nl\/.\/rwgs\/rw""]","[""OGC 09-026r2: OGC Filter Encoding 2.0 Encoding Standard - With Corrigendum, Version 2.0.3""]","[""Approved""]","[""Open Geospatial Consortium (OGC)""]","[[""Panagiotis (Peter) A. Vretanos""],""Panagiotis (Peter) A. Vretanos""]","[""2014-08-18""]","[""fe20""]"
